high,low,volume,close,open,time
138.06,136.57,23364298.0,137.32,137.78,1568347200
136.7,135.66,16734753.0,136.33,135.83,1568606400
137.52,136.425,17976301.0,137.39,136.96,1568692800
138.67,136.5299,24501202.0,138.52,137.36,1568779200
142.37,140.0736,36095413.0,141.07,140.3,1568865600
141.65,138.25,40060519.0,139.44,141.01,1568952000
139.63,138.44,17955996.0,139.14,139.26,1569211200
140.69,136.88,30017210.0,137.38,140.36,1569297600
139.958,136.03,22642591.0,139.36,137.5,1569384000
140.18,138.44,17813827.0,139.54,139.44,1569470400
140.36,136.645,22499039.0,137.73,140.15,1569556800
139.215,137.78,18659892.0,139.03,138.05,1569816000
140.25,137.0,22582964.0,137.07,139.66,1569902400
136.37,133.5799,32001863.0,134.65,136.25,1569988800
136.75,133.22,26379799.0,136.28,134.95,1570075200
138.25,136.42,23839548.0,138.12,136.75,1570161600
138.18,137.02,16613784.0,137.12,137.14,1570420800
137.76,135.62,26783396.0,135.67,137.08,1570507200
138.7,136.97,20220552.0,138.24,137.46,1570593600
139.6699,138.25,18397155.0,139.1,138.49,1570680000
141.03,139.5,25551194.0,139.68,140.12,1570766400
140.29,139.52,13591639.0,139.55,139.69,1571025600
141.79,139.81,19918552.0,141.575,140.06,1571112000
140.99,139.53,20841689.0,140.41,140.79,1571198400
141.42,139.02,22102797.0,139.69,140.95,1571284800
140.0,136.56,32284478.0,137.41,139.76,1571371200
138.5,137.01,20716105.0,138.43,138.45,1571630400
140.01,136.26,28005552.0,136.37,138.97,1571716800
137.45,135.61,31508319.0,137.24,136.88,1571803200
140.42,138.67,37285849.0,139.94,139.39,1571889600
141.14,139.2,25959728.0,140.74,139.34,1571976000
145.67,143.51,35281718.0,144.19,144.4,1572235200
144.5,142.65,20589569.0,142.83,144.08,1572321600
145.0,142.79,18521651.0,144.61,143.52,1572408000
144.93,142.99,24605447.0,143.37,144.9,1572494400
144.42,142.965,33133343.0,143.72,144.26,1572580800
145.0,144.16,16911999.0,144.55,144.83,1572843600
145.02,143.905,18250457.0,144.46,144.97,1572930000
144.52,143.2,16603298.0,144.06,144.37,1573016400
144.88,143.77,17787023.0,144.26,143.84,1573102800
145.99,143.76,16752939.0,145.96,143.98,1573189200
146.42,144.73,14370196.0,146.11,145.34,1573448400
147.57,146.06,18648712.0,147.07,146.28,1573534800
147.4625,146.28,17444319.0,147.31,146.74,1573621200
148.41,147.0,19755100.0,148.06,147.02,1573707600
149.99,148.27,23510503.0,149.97,148.93,1573794000
150.55,148.98,21554947.0,150.34,150.07,1574053200
151.33,150.195,23960826.0,150.39,150.88,1574139600
150.84,148.46,25920885.0,149.62,150.31,1574226000
149.8,148.501,18576110.0,149.48,149.4,1574312400
150.3,148.82,15906680.0,149.59,150.07,1574398800
151.35,149.92,22428733.0,151.23,150.0,1574658000
152.42,151.32,24647798.0,152.03,151.36,1574744400
152.5,151.52,15201308.0,152.32,152.33,1574830800
152.3,151.28,11977302.0,151.38,152.1,1575003600
151.83,148.32,27473966.0,149.55,151.81,1575262800
149.43,146.65,25192269.0,149.31,147.49,1575349200
150.1799,149.2,17581317.0,149.85,150.14,1575435600
150.32,149.48,17880601.0,149.93,150.05,1575522000
151.87,150.27,16410400.0,151.75,150.99,1575608400
152.21,150.91,16741490.0,151.36,151.07,1575867600
151.89,150.765,16481315.0,151.13,151.29,1575954000
151.87,150.33,18860111.0,151.7,151.54,1576040400
153.44,151.02,24645576.0,153.24,151.65,1576126800
154.89,152.83,23850062.0,154.53,153.0035,1576213200
155.9,154.82,24252770.0,155.53,155.11,1576472400
155.71,154.45,25445856.0,154.69,155.45,1576558800
155.48,154.18,24132410.0,154.37,154.18,1576645200
155.77,153.75,25813825.0,155.71,154.0,1576731600
158.49,156.29,53599876.0,157.41,157.35,1576818000
158.12,157.27,17726423.0,157.41,158.12,1577077200
157.71,157.115,8989184.0,157.38,157.48,1577163600
158.73,157.4,14527290.0,158.67,157.56,1577336400
159.55,158.22,18414627.0,158.96,159.45,1577422800
159.02,156.73,16356971.0,157.59,158.9865,1577682000
157.77,156.45,18393419.0,157.7,156.77,1577768400
160.73,158.33,22634631.0,160.62,158.78,1577941200
159.945,158.06,21121681.0,158.62,158.32,1578027600
159.1,156.51,20827120.0,159.03,157.08,1578286800
159.67,157.32,21881740.0,157.58,159.32,1578373200
160.8,157.9491,27762026.0,160.09,158.93,1578459600
162.215,161.03,21400121.0,162.09,161.835,1578546000
163.22,161.18,20733946.0,161.34,162.8235,1578632400
163.31,161.26,21637007.0,163.28,161.76,1578891600
163.6,161.72,23500783.0,162.13,163.25,1578978000
163.94,162.57,21417891.0,163.18,162.62,1579064400
166.24,164.03,23865360.0,166.17,164.35,1579150800
167.4675,165.43,34371659.0,167.1,167.42,1579237200
168.19,166.43,29540691.0,166.5,166.68,1579582800
167.49,165.68,24138777.0,165.7,167.4,1579669200
166.8,165.27,19680766.0,166.72,166.19,1579755600
167.53,164.45,24918117.0,165.04,167.51,1579842000
163.375,160.2,32113072.0,162.28,161.15,1580101200
165.755,163.073,24899940.0,165.46,163.78,1580187600
168.75,165.69,35127771.0,168.04,167.84,1580274000
174.05,170.79,51598470.0,172.78,174.05,1580360400
172.4,169.58,36142690.0,170.23,172.21,1580446800
174.5,170.4,30149052.0,174.38,170.43,1580706000
180.64,176.31,36433339.0,180.12,177.14,1580792400
184.2,178.4101,39186674.0,179.9,184.03,1580878800
183.8199,180.059,27751656.0,183.63,180.97,1580965200
185.63,182.48,33529084.0,183.89,182.845,1581051600
188.84,183.25,35844287.0,188.7,183.58,1581310800
190.7,183.5,53160251.0,184.44,190.65,1581397200
185.85,181.85,47063481.0,184.71,185.58,1581483600
186.23,182.872,35295834.0,183.71,183.08,1581570000
185.41,182.65,23149516.0,185.35,183.25,1581656400
187.7,184.34,27853850.0,187.23,185.605,1582002000
188.18,186.47,29997471.0,187.28,188.06,1582088400
187.25,181.1,36862486.0,184.42,186.95,1582174800
183.5,177.25,48600421.0,178.59,183.17,1582261200
174.55,163.23,68312017.0,170.89,167.77,1582520400
174.84,167.6462,68073097.0,168.07,174.2,1582606800
173.26,168.21,56387157.0,170.17,169.71,1582693200
167.03,157.98,93175244.0,158.18,163.32,1582779600
163.71,152.0,97124369.0,162.01,152.41,1582866000
172.92,162.31,71106919.0,172.79,165.31,1583125200
175.0,162.26,71677159.0,164.51,173.8,1583211600
170.7,165.62,49839683.0,170.55,168.485,1583298000
170.87,165.69,47817612.0,166.27,166.045,1583384400
163.11,156.0,72821517.0,161.57,162.61,1583470800
157.75,150.0,70419319.0,150.58,151.0,1583726400
161.03,152.58,65354439.0,160.92,158.16,1583812800
157.7,151.15,56504314.0,153.63,157.13,1583899200
153.47,138.58,93227912.0,139.06,145.3,1583985600
161.91,140.73,92758447.0,158.8438,147.5,1584072000
149.35,135.0,87907103.0,135.42,140.0,1584331200
147.4998,135.0,81059817.0,146.57,140.0,1584417600
146.0,135.02,81593223.0,143.6038,138.0,1584504000
150.15,139.0,85935142.0,143.0,142.77,1584590400
147.1,135.86,84866215.0,137.35,146.0,1584676800
140.57,132.52,79057941.0,135.98,137.01,1584936000
149.6,141.27,82516793.0,148.38,143.75,1585022400
154.33,144.44,75638241.0,146.92,148.91,1585108800
156.66,148.37,64694631.0,155.88,148.4,1585195200
154.89,149.2,57042478.0,149.7,151.75,1585281600
160.6,150.01,63422067.0,160.23,152.44,1585540800
164.78,156.56,77927303.0,157.71,159.4,1585627200
157.75,150.82,57975349.0,152.11,153.0,1585713600
155.48,150.36,49630906.0,155.26,151.86,1585800000
157.38,152.19,41244692.0,153.9,155.1,1585886400
166.5,157.58,67112005.0,165.33,160.32,1586145600
170.0,163.26,62769486.0,163.49,169.585,1586232000
166.67,163.5,48318234.0,165.13,165.67,1586318400
167.37,163.33,51431994.0,165.14,166.36,1586404800
165.57,162.3,41905278.0,165.51,164.35,1586750400
173.75,168.0,52874370.0,173.7,169.0,1586836800
173.57,169.24,40940883.0,171.88,171.2,1586923200
177.28,172.9,50479610.0,177.04,174.3,1587009600
180.0,175.87,52765725.0,178.6,179.5,1587096000
178.75,174.99,36669595.0,175.06,176.61,1587355200
173.6699,166.1102,56203764.0,167.82,173.5,1587441600
174.0,170.82,34656472.0,173.52,171.39,1587528000
175.06,170.91,32791213.0,171.42,174.11,1587614400
174.56,170.71,34305380.0,174.55,172.06,1587700800
176.9,173.3,33194394.0,174.05,176.59,1587960000
175.67,169.39,34392704.0,169.81,175.59,1588046400
177.68,171.88,52286658.0,177.43,173.22,1588132800
180.4,176.23,53875999.0,179.129,180.0,1588219200
178.64,174.01,39370474.0,174.57,175.8,1588305600
179.0,173.8,30372862.0,178.84,174.49,1588564800
183.65,179.9,36839261.0,180.76,180.62,1588651200
184.2,181.6306,32139300.0,182.54,182.0,1588737600
184.55,182.58,28315992.0,183.6,184.17,1588824000
185.0,183.36,30912638.0,184.68,184.9797,1588910400
187.51,182.85,30892661.0,186.74,183.15,1589169600
187.04,182.3,32038754.0,182.51,186.8,1589256000
184.05,176.54,44711518.0,179.75,182.55,1589342400
180.69,175.68,41873911.0,180.53,177.54,1589428800
187.06,177.0,46602425.0,183.16,179.06,1589515200
186.2,183.96,35306620.0,184.91,185.75,1589774400
186.6,183.49,26799116.0,183.63,185.03,1589860800
185.85,183.94,31261496.0,185.66,184.81,1589947200
186.67,183.29,29120069.0,183.43,185.4,1590033600
184.46,182.54,20826898.0,183.51,183.25,1590120000
186.5,181.1,36073609.0,181.57,186.34,1590465600
181.9877,176.6,39517146.0,181.81,180.2,1590552000
184.1474,180.38,33853444.0,181.4,180.74,1590638400
184.27,180.41,42146720.0,183.25,182.73,1590724800
183.0,181.46,22668821.0,182.83,182.54,1590984000
185.0,181.35,30794620.0,184.91,184.25,1591070400
185.94,183.58,27311016.0,185.36,184.815,1591156800
185.84,182.3,28780809.0,182.92,184.3,1591243200
187.73,182.01,39893889.0,187.2,182.62,1591329600
188.55,184.44,33211601.0,188.36,185.94,1591588800
190.7,187.2605,29783916.0,189.8,188.0,1591675200
198.52,191.01,43872357.0,196.84,191.125,1591761600
195.76,186.07,52854753.0,186.27,193.13,1591848000
191.72,185.18,43374087.0,187.74,190.54,1591934400
190.82,184.01,32770346.0,188.94,184.58,1592193600
195.58,191.46,42556656.0,193.57,192.89,1592280000
196.32,193.69,25687823.0,194.24,195.03,1592366400
196.49,194.0,23061648.0,196.32,194.06,1592452800
199.29,194.37,44441035.0,195.15,198.59,1592539200
200.76,195.2301,32819019.0,200.57,195.79,1592798400
203.95,201.425,30917454.0,201.91,202.09,1592884800
203.25,196.56,36740647.0,197.84,201.6043,1592971200
200.61,195.4675,27804039.0,200.34,197.8,1593057600
199.89,194.88,54675783.0,196.33,199.73,1593144000
198.53,193.55,26701586.0,198.44,195.78,1593403200
204.4,197.74,34311533.0,203.48,197.8816,1593489600
206.35,201.77,32061207.0,204.7,203.14,1593576000
208.02,205.0,29315762.0,206.26,205.68,1593662400
211.13,208.09,31899713.0,210.7,208.8335,1594008000
214.67,207.99,33601389.0,208.25,210.45,1594094400
213.26,208.69,33601710.0,212.83,210.07,1594180800
216.38,211.47,33121681.0,214.32,216.33,1594267200
214.08,211.08,26177658.0,213.67,213.62,1594353600
215.8,206.5,38135847.0,207.07,214.48,1594612800
208.85,202.03,37606368.0,208.35,206.13,1594699200
211.33,205.03,32230722.0,208.04,209.56,1594785600
205.7,202.31,29940653.0,203.92,205.4,1594872000
205.04,201.39,31635291.0,202.88,204.47,1594958400
212.3,203.01,36884836.0,211.6,205.0,1595217600
213.94,208.03,38105777.0,208.75,213.66,1595304000
212.3,208.39,49605782.0,211.75,209.2,1595390400
210.92,202.15,67457260.0,202.54,207.19,1595476800
202.86,197.51,39827992.0,201.3,200.42,1595563200
203.97,200.86,30160902.0,203.85,201.47,1595822400
204.7,201.74,23251388.0,202.02,203.61,1595908800
204.65,202.01,19632602.0,204.06,202.5,1595995200
204.46,199.57,25079662.0,203.9,201.0,1596081600
205.1,199.01,51248169.0,205.01,204.4,1596168000
217.64,210.44,78983311.0,216.54,211.52,1596427200
214.77,210.31,49282493.0,213.29,214.17,1596513600
215.0,211.57,28858621.0,212.94,214.9,1596600000
216.3705,211.55,32663143.0,216.35,212.34,1596686400
215.7,210.93,27831349.0,212.48,214.85,1596772800
211.88,206.35,36716687.0,208.25,211.67,1597032000
207.65,203.14,36446650.0,203.38,207.155,1597118400
210.28,204.75,28041389.0,209.19,205.29,1597204800
211.35,208.15,22588870.0,208.7,209.44,1597291200
209.59,207.51,17956536.0,208.9,208.76,1597377600
211.1874,208.915,20186773.0,210.28,209.6,1597636800
212.36,209.21,21336167.0,211.49,210.53,1597723200
212.1,209.25,27627598.0,209.7,211.49,1597809600
215.0,208.91,26981573.0,214.58,209.54,1597896000
216.25,212.85,36249319.0,213.02,213.86,1597982400
215.52,212.43,25460147.0,213.69,214.79,1598241600
216.61,213.1,23043696.0,216.47,213.1,1598328000
222.09,217.36,39600832.0,221.15,217.85,1598414400
231.15,219.4,57602195.0,226.58,222.89,1598500800
230.644,226.58,26292896.0,228.91,228.18,1598587200
228.7,224.31,28764157.0,225.53,227.0,1598846400
227.45,224.43,25791235.0,227.27,225.51,1598932800
232.86,227.35,34080938.0,231.65,227.97,1599019200
229.31,214.9602,58396973.0,217.3,229.27,1599105600
218.3599,205.19,59664173.0,214.25,215.1,1599192000
210.03,202.2,52926464.0,202.66,206.5,1599537600
214.8399,206.7,45678987.0,211.29,207.6,1599624000
214.74,204.11,35492914.0,205.37,213.4,1599710400
208.63,201.24,33812073.0,204.03,207.2,1599796800
209.2,204.03,30376358.0,205.41,204.24,1600056000
209.78,206.93,21823942.0,208.78,208.42,1600142400
210.65,204.64,26372349.0,205.05,210.62,1600228800
204.33,199.96,34011353.0,202.91,200.05,1600315200
203.65,196.25,55236621.0,200.39,202.72,1600401600
202.71,196.38,39839658.0,202.54,197.19,1600660800
208.1,202.075,33517415.0,207.42,205.06,1600747200
208.1,200.03,30803782.0,200.59,207.9,1600833600
205.57,199.2,31202493.0,203.19,199.85,1600920000
209.04,202.54,29437312.0,207.82,203.55,1601006400
212.57,208.06,32005186.0,209.54,210.88,1601265600
210.07,206.81,24464472.0,207.26,209.35,1601352000
211.98,206.54,33829382.0,210.33,207.73,1601438400
213.99,211.32,27158419.0,212.46,213.49,1601524800
210.99,205.54,33167881.0,206.19,208.0,1601611200
210.41,206.98,21331561.0,210.38,207.22,1601870400
210.18,204.82,28554261.0,205.91,208.82,1601956800
210.11,206.72,25681054.0,209.83,207.06,1602043200
211.19,208.32,19925837.0,210.58,210.51,1602129600
215.86,211.23,26458378.0,215.81,211.23,1602216000
223.86,216.81,40461388.0,221.4,218.79,1602475200
225.21,220.43,28950853.0,222.86,222.72,1602561600
224.22,219.13,23451713.0,220.86,223.0,1602648000
220.36,216.01,22733064.0,219.66,217.1,1602734400
222.29,219.32,26062882.0,219.66,220.15,1602820800
222.3,213.72,27625841.0,214.22,220.415,1603080000
217.37,213.0901,22753511.0,214.65,215.8,1603166400
216.92,213.12,22724906.0,214.8,213.12,1603252800
216.055,211.7,22351450.0,214.89,213.93,1603339200
216.28,213.16,18888918.0,216.23,215.03,1603425600
216.3399,208.1,37111596.0,210.08,213.85,1603684800
214.67,210.329,36700625.0,213.25,211.59,1603771200
208.84,202.1,51195678.0,202.47,207.67,1603857600
207.36,203.37,31432663.0,204.72,204.07,1603944000
204.29,199.62,36980202.0,202.47,203.5,1604030400
205.28,200.12,30842926.0,202.33,204.29,1604293200
208.12,203.12,27514452.0,206.43,203.89,1604379600
218.32,212.4185,42311857.0,216.39,214.02,1604466000
224.12,221.15,36080137.0,223.29,222.04,1604552400
224.36,218.03,25231895.0,223.72,222.26,1604638800
228.12,217.88,44403263.0,218.39,224.435,1604898000
216.5,209.72,44045576.0,211.01,214.5,1604984400
218.04,212.2,29440788.0,216.55,212.39,1605070800
219.11,214.46,21616125.0,215.44,217.21,1605157200
217.42,214.16,18630308.0,216.51,216.53,1605243600
217.74,214.52,24953344.0,217.23,214.87,1605502800
217.68,214.08,24154112.0,214.46,216.1,1605589200
215.17,210.93,28372789.0,211.08,213.65,1605675600
213.03,209.93,24792746.0,212.42,211.38,1605762000
213.285,210.0,22843149.0,210.39,212.2,1605848400
212.29,208.16,25683507.0,210.11,210.95,1606107600
214.25,208.86,33979731.0,213.86,209.59,1606194000
215.29,212.46,21012892.0,213.87,215.11,1606280400
216.27,214.04,14512213.0,215.23,214.85,1606453200
214.76,210.835,33064864.0,214.07,214.1,1606712400
217.32,213.35,30931318.0,216.21,214.51,1606798800
215.47,212.8,23724509.0,215.37,214.88,1606885200
216.3757,213.65,25120922.0,214.24,214.61,1606971600
215.38,213.18,24766039.0,214.36,214.22,1607058000
215.54,212.99,24619997.0,214.29,214.37,1607317200
216.95,212.89,23284095.0,216.01,213.97,1607403600
215.225,211.214,32440603.0,211.8,215.16,1607490000
213.08,210.36,26467017.0,210.52,211.77,1607576400
213.32,209.11,30979440.0,213.26,210.05,1607662800
